Callsign, Origin, Destination,Day
CBJ431,YSSY,EGLL,2019-02-01 
HVN37,YSSY,EDDF,2019-02-01 
SIA322,YSSY,EGLL,2019-02-01 
CSN461,KORD,EDDF,2019-02-01 
LAN704,KJFK,LEMD,2019-02-01 
SIA366,YBBN,LIRF,2019-02-01 
SIA26,YSSY,EDDF,2019-02-01 
BAW16,YSSY,EGLL,2019-02-01 
AAR501,KORD,LFPG,2019-02-01 
SIA338,VHHH,EDDL,2019-02-01 
QFA1,YSSY,EGLL,2019-02-01 
KAL907,KSFO,EGLL,2019-02-01 
SIA52,YMML,EGCC,2019-02-01 
CSN347,RCTP,LFPG,2019-02-01 
MAU34,FARA,LFPG,2019-02-01 
QFA9,YPPH,EGLL,2019-02-01 
THA936,WIII,LOWW,2019-02-01 
QFA10,EGLL,YPPH,2019-02-01 
AMX007,SBGR,EGLL,2019-02-01 
AFR552,LFPG,RCTP,2019-02-01 
CFG062,EDDF,KLAS,2019-02-01 
THA950,VHHH,EKCH,2019-02-01 
OMA115,WMKK,EDDF,2019-02-01 
CPA3123,EHAM,VHHH,2019-02-01 
NAX7UA,LFPG,KLAX,2019-02-01 
ABW449,UUEE,VHHH,2019-02-01 
MSR785,VHHH,EDDF,2019-02-01 
NRS7506,SAEZ,EGKK,2019-02-01 
AEA097,LEMD,KMIA,2019-02-01 
FIN7,EFHK,KMIA,2019-02-01 
ETH3710,VOMM,EBLG,2019-02-01 
EVA061,RCTP,LOWW,2019-02-01 
BAW209,EGLL,KMIA,2019-02-01 
AFR293,RJTT,LFPG,2019-02-01 
OAE601,LRBS,KIAD,2019-02-01 
DLH714,EDDM,RJTK,2019-02-01 
BAW49,EGLL,KSEA,2019-02-01 
ACA855,EGLL,CYVR,2019-02-01 
DLH6Y,EDDM,KIAD,2019-02-01 
DAL79,EHAM,KLAX,2019-02-01 
BAW287,EGLL,KSFO,2019-02-01 
LYLEO,RCTP,EYKA,2019-02-01 
FIN101,EFHK,VHHH,2019-02-01 
BWJ988,VHHH,EGGW,2019-02-01 
DLH2C,EDDM,KORD,2019-02-01 
IBE6253,LEMD,KJFK,2019-02-01 
BAW9CG,EGLL,KPHX,2019-02-01 
MAS2,WMKK,EGLL,2019-02-01 
NAX7YR,LFPG,KHWO,2019-02-01 
BAW97A,EGLL,KIAH,2019-02-01 
AFR185,VHHH,LFPG,2019-02-01 
DLH458,EDDM,KSFO,2019-02-01 
AFR272,LFPG,RJTT,2019-02-01 
BAW269,EGLL,KLAX,2019-02-01 
BAW32,VHHH,EGLL,2019-02-01 
ANZ1,EGLL,KLAX,2019-02-01 
GIA088,WIII,EHAM,2019-02-01 
FIN77,EFHK,RJBB,2019-02-01 
IBE2602,SAEZ,LEBL,2019-02-01 
CAL075,RCTP,LIRF,2019-02-01 
BAW297,EGLL,KORD,2019-02-01 
AEA046,SUMU,LEMD,2019-02-01 
DLH797,VHHH,EDDF,2019-02-01 
BAW41,EGLL,FALE,2019-02-01 
BAW31F,EGLL,KDFW,2019-02-01 
SEJ6184,EGPK,VIDP,2019-02-01 
BAW28,VHHH,EGLL,2019-02-01 
DLH731,VHHH,EDDM,2019-02-01 
JAI115,EGLL,VABB,2019-02-01 
ARG1134,SAEZ,LEMD,2019-02-01 
KLM810,WMKK,EHAM,2019-02-01 
ABW508,KLAX,EBLG,2019-02-01 
AMX003,SAEZ,LFPG,2019-02-01 
EVA087,RCTP,LFPG,2019-02-01 
BAW34,WMKK,EGLL,2019-02-01 
KLM808,RCTP,EHAM,2019-02-01 
ANA203,RJTT,EDDF,2019-02-01 
EDW91,SAEZ,LSZH,2019-02-01 
BAW44N,EGLL,KSAN,2019-02-01 
CPA261,VHHH,LFPG,2019-02-01 
ACA877,EDDF,CYYZ,2019-02-01 
TAP083,LPPT,SBGR,2019-02-01 
KAL905,WMKK,EDDF,2019-02-01 
CPA251,VHHH,EGLL,2019-02-01 
AEA042,SAEZ,LEMD,2019-02-01 
CPA293,VHHH,LIRF,2019-02-01 
CAL061,RCTP,EDDF,2019-02-01 
LOT26,EPWA,KJFK,2019-02-01 
CPA321,VHHH,LEBL,2019-02-01 
GES251L,LEMD,KDTW,2019-02-01 
CPA271,VHHH,EHAM,2019-02-01 
LOT15,EPWA,KEWR,2019-02-01 
BAW275,EGLL,KLAS,2019-02-01 
AZA681,SAEZ,LIRF,2019-02-01 
KLM887,EHAM,VHHH,2019-02-01 
EDW64G,LSZH,VCBI,2019-02-01 
CPA343,VHHH,EGKK,2019-02-01 
NAX19M,LIRF,KEWR,2019-02-01 
LOT3,EPWA,KORD,2019-02-01 
CPA383,VHHH,LSZH,2019-02-01 
BAW211,EGLL,KOPF,2019-02-01 
KLM695,EHAM,CYYZ,2019-02-01 
AFL212,UUEE,VHHH,2019-02-01 
